Clave entidad,"Entidad
federativa",Clave municipio,Municipio,Índice de rezago social
1,Aguascalientes,1001,Aguascalientes,-1.31532
1,Aguascalientes,1002,Asientos,-0.857301
1,Aguascalientes,1003,Calvillo,-0.918554
1,Aguascalientes,1004,Cosío,-1.004023
1,Aguascalientes,1005,Jesús María,-1.173361
1,Aguascalientes,1006,Pabellón de Arteaga,-1.168755
1,Aguascalientes,1007,Rincón de Romos,-1.065487
1,Aguascalientes,1008,San José de Gracia,-0.956906
1,Aguascalientes,1009,Tepezalá,-0.900102
1,Aguascalientes,1010,El Llano,-0.829259
1,Aguascalientes,1011,San Francisco de los Romo,-1.075474
2,Baja California,2001,Ensenada,-0.970463
2,Baja California,2002,Mexicali,-1.240347
2,Baja California,2003,Tecate,-1.024642
2,Baja California,2004,Tijuana,-1.149643
2,Baja California,2005,Playas de Rosarito,-0.956101
2,Baja California,2006,San Quintín,0.349481
3,Baja California Sur,3001,Comondú,-0.811338
3,Baja California Sur,3002,Mulegé,-0.568869
3,Baja California Sur,3003,La Paz,-1.101218
3,Baja California Sur,3008,Los Cabos,-0.758723
3,Baja California Sur,3009,Loreto,-0.890728
4,Campeche,4001,Calkiní,-0.427612
4,Campeche,4002,Campeche,-1.14464
4,Campeche,4003,Carmen,-0.922415
4,Campeche,4004,Champotón,-0.446059
4,Campeche,4005,Hecelchakán,-0.453318
4,Campeche,4006,Hopelchén,0.036244
4,Campeche,4007,Palizada,-0.31218
4,Campeche,4008,Tenabo,-0.34409
4,Campeche,4009,Escárcega,-0.379536
4,Campeche,4010,Calakmul,0.317074
4,Campeche,4011,Candelaria,0.414902
4,Campeche,4012,Seybaplaya,-0.699509
5,Coahuila de Zaragoza,5001,Abasolo,-1.282192
5,Coahuila de Zaragoza,5002,Acuña,-1.186766
5,Coahuila de Zaragoza,5003,Allende,-1.221814
5,Coahuila de Zaragoza,5004,Arteaga,-1.049694
5,Coahuila de Zaragoza,5005,Candela,-0.706085
5,Coahuila de Zaragoza,5006,Castaños,-1.165801
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,-0.773303
5,Coahuila de Zaragoza,5008,Escobedo,-0.964528
5,Coahuila de Zaragoza,5009,Francisco I. Madero,-1.02787
5,Coahuila de Zaragoza,5010,Frontera,-1.300759
5,Coahuila de Zaragoza,5011,General Cepeda,-0.91883
5,Coahuila de Zaragoza,5012,Guerrero,-0.736287
5,Coahuila de Zaragoza,5013,Hidalgo,-0.89738
5,Coahuila de Zaragoza,5014,Jiménez,-0.72267
5,Coahuila de Zaragoza,5015,Juárez,-1.009518
5,Coahuila de Zaragoza,5016,Lamadrid,-1.095539
5,Coahuila de Zaragoza,5017,Matamoros,-1.039603
5,Coahuila de Zaragoza,5018,Monclova,-1.355182
5,Coahuila de Zaragoza,5019,Morelos,-1.278062
5,Coahuila de Zaragoza,5020,Múzquiz,-1.098356
5,Coahuila de Zaragoza,5021,Nadadores,-1.16147
5,Coahuila de Zaragoza,5022,Nava,-1.227345
5,Coahuila de Zaragoza,5023,Ocampo,-0.43041
5,Coahuila de Zaragoza,5024,Parras,-1.026923
5,Coahuila de Zaragoza,5025,Piedras Negras,-1.295353
5,Coahuila de Zaragoza,5026,Progreso,-0.842305
5,Coahuila de Zaragoza,5027,Ramos Arizpe,-1.257305
5,Coahuila de Zaragoza,5028,Sabinas,-1.270138
5,Coahuila de Zaragoza,5029,Sacramento,-1.164213
5,Coahuila de Zaragoza,5030,Saltillo,-1.383355
5,Coahuila de Zaragoza,5031,San Buenaventura,-1.294073
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,-1.250474
5,Coahuila de Zaragoza,5033,San Pedro,-0.947149
5,Coahuila de Zaragoza,5034,Sierra Mojada,-1.040244
5,Coahuila de Zaragoza,5035,Torreón,-1.334731
5,Coahuila de Zaragoza,5036,Viesca,-0.594478
5,Coahuila de Zaragoza,5037,Villa Unión,-1.09659
5,Coahuila de Zaragoza,5038,Zaragoza,-0.907766
6,Colima,6001,Armería,-0.489055
6,Colima,6002,Colima,-1.157756
6,Colima,6003,Comala,-0.719713
6,Colima,6004,Coquimatlán,-0.646125
6,Colima,6005,Cuauhtémoc,-0.884068
6,Colima,6006,Ixtlahuacán,-0.421713
6,Colima,6007,Manzanillo,-1.087651
6,Colima,6008,Minatitlán,-0.623937
6,Colima,6009,Tecomán,-0.48853
6,Colima,6010,Villa de Álvarez,-1.32786
7,Chiapas,7001,Acacoyagua,0.082204
7,Chiapas,7002,Acala,-0.03197
7,Chiapas,7003,Acapetahua,0.039884
7,Chiapas,7004,Altamirano,1.42085
7,Chiapas,7005,Amatán,1.256774
7,Chiapas,7006,Amatenango de la Frontera,0.229509
7,Chiapas,7007,Amatenango del Valle,2.321146
7,Chiapas,7008,Angel Albino Corzo,0.517613
7,Chiapas,7009,Arriaga,-0.429847
7,Chiapas,7010,Bejucal de Ocampo,0.684595
7,Chiapas,7011,Bella Vista,0.610934
7,Chiapas,7012,Berriozábal,0.045575
7,Chiapas,7013,Bochil,0.682808
7,Chiapas,7014,El Bosque,1.301126
7,Chiapas,7015,Cacahoatán,-0.222215
7,Chiapas,7016,Catazajá,-0.066618
7,Chiapas,7017,Cintalapa,-0.137743
7,Chiapas,7018,Coapilla,0.381097
7,Chiapas,7019,Comitán de Domínguez,-0.280019
7,Chiapas,7020,La Concordia,0.526642
7,Chiapas,7021,Copainalá,0.080833
7,Chiapas,7022,Chalchihuitán,4.260517
7,Chiapas,7023,Chamula,2.564559
7,Chiapas,7024,Chanal,2.4473
7,Chiapas,7025,Chapultenango,0.734063
7,Chiapas,7026,Chenalhó,2.877015
7,Chiapas,7027,Chiapa de Corzo,-0.452716
7,Chiapas,7028,Chiapilla,0.050131
7,Chiapas,7029,Chicoasén,-0.172642
7,Chiapas,7030,Chicomuselo,0.527657
7,Chiapas,7031,Chilón,2.16834
7,Chiapas,7032,Escuintla,0.151513
7,Chiapas,7033,Francisco León,0.786109
7,Chiapas,7034,Frontera Comalapa,-0.088252
7,Chiapas,7035,Frontera Hidalgo,0.05739
7,Chiapas,7036,La Grandeza,0.281259
7,Chiapas,7037,Huehuetán,0.181587
7,Chiapas,7038,Huixtán,1.87954
7,Chiapas,7039,Huitiupán,1.389175
7,Chiapas,7040,Huixtla,-0.219837
7,Chiapas,7041,La Independencia,0.77228
7,Chiapas,7042,Ixhuatán,0.394224
7,Chiapas,7043,Ixtacomitán,0.043094
7,Chiapas,7044,Ixtapa,0.65865
7,Chiapas,7045,Ixtapangajoya,0.573689
7,Chiapas,7046,Jiquipilas,-0.117168
7,Chiapas,7047,Jitotol,0.698862
7,Chiapas,7048,Juárez,-0.328909
7,Chiapas,7049,Larráinzar,1.255667
7,Chiapas,7050,La Libertad,-0.189003
7,Chiapas,7051,Mapastepec,-0.060241
7,Chiapas,7052,Las Margaritas,1.599144
7,Chiapas,7053,Mazapa de Madero,0.329235
7,Chiapas,7054,Mazatán,0.060171
7,Chiapas,7055,Metapa,-0.310815
7,Chiapas,7056,Mitontic,2.865647
7,Chiapas,7057,Motozintla,0.277526
7,Chiapas,7058,Nicolás Ruíz,0.284701
7,Chiapas,7059,Ocosingo,1.739935
7,Chiapas,7060,Ocotepec,1.645398
7,Chiapas,7061,Ocozocoautla de Espinosa,0.170683
7,Chiapas,7062,Ostuacán,0.136178
7,Chiapas,7063,Osumacinta,-0.326817
7,Chiapas,7064,Oxchuc,3.378717
7,Chiapas,7065,Palenque,0.086753
7,Chiapas,7066,Pantelhó,2.491271
7,Chiapas,7067,Pantepec,1.13541
7,Chiapas,7068,Pichucalco,-0.221975
7,Chiapas,7069,Pijijiapan,-0.048161
7,Chiapas,7070,El Porvenir,0.527706
7,Chiapas,7071,Villa Comaltitlán,0.083613
7,Chiapas,7072,Pueblo Nuevo Solistahuacán,1.119394
7,Chiapas,7073,Rayón,0.768871
7,Chiapas,7074,Reforma,-0.724109
7,Chiapas,7075,Las Rosas,1.054037
7,Chiapas,7076,Sabanilla,1.364996
7,Chiapas,7077,Salto de Agua,1.24697
7,Chiapas,7078,San Cristóbal de las Casas,-0.122718
7,Chiapas,7079,San Fernando,0.002227
7,Chiapas,7080,Siltepec,0.555407
7,Chiapas,7081,Simojovel,1.507437
7,Chiapas,7082,Sitalá,4.173845
7,Chiapas,7083,Socoltenango,0.317392
7,Chiapas,7084,Solosuchiapa,0.369846
7,Chiapas,7085,Soyaló,0.422559
7,Chiapas,7086,Suchiapa,-0.281148
7,Chiapas,7087,Suchiate,0.603534
7,Chiapas,7088,Sunuapa,0.224661
7,Chiapas,7089,Tapachula,-0.404519
7,Chiapas,7090,Tapalapa,0.610062
7,Chiapas,7091,Tapilula,-0.065293
7,Chiapas,7092,Tecpatán,0.322362
7,Chiapas,7093,Tenejapa,1.683409
7,Chiapas,7094,Teopisca,1.262836
7,Chiapas,7096,Tila,1.745
7,Chiapas,7097,Tonalá,-0.546402
7,Chiapas,7098,Totolapa,0.721426
7,Chiapas,7099,La Trinitaria,0.473267
7,Chiapas,7100,Tumbalá,1.674061
7,Chiapas,7101,Tuxtla Gutiérrez,-1.071436
7,Chiapas,7102,Tuxtla Chico,0.047119
7,Chiapas,7103,Tuzantán,0.025636
7,Chiapas,7104,Tzimol,0.179531
7,Chiapas,7105,Unión Juárez,-0.140053
7,Chiapas,7106,Venustiano Carranza,0.543004
7,Chiapas,7107,Villa Corzo,0.226467
7,Chiapas,7108,Villaflores,-0.249881
7,Chiapas,7109,Yajalón,1.289378
7,Chiapas,7110,San Lucas,0.673939
7,Chiapas,7111,Zinacantán,2.288732
7,Chiapas,7112,San Juan Cancuc,2.950748
7,Chiapas,7113,Aldama,1.686595
7,Chiapas,7114,Benemérito de las Américas,0.410454
7,Chiapas,7115,Maravilla Tenejapa,1.64563
7,Chiapas,7116,Marqués de Comillas,0.85034
7,Chiapas,7117,Montecristo de Guerrero,0.635521
7,Chiapas,7118,San Andrés Duraznal,1.694751
7,Chiapas,7119,Santiago el Pinar,1.868427
7,Chiapas,7120,Capitán Luis Ángel Vidal,1.136283
7,Chiapas,7121,Rincón Chamula San Pedro,1.696329
7,Chiapas,7122,El Parral,-0.126434
7,Chiapas,7123,Emiliano Zapata,-0.071234
7,Chiapas,7124,Mezcalapa,0.341719
7,Chiapas,7125,Honduras de la Sierra,0.825837
8,Chihuahua,8001,Ahumada,-0.819982
8,Chihuahua,8002,Aldama,-1.174008
8,Chihuahua,8003,Allende,-0.982017
8,Chihuahua,8004,Aquiles Serdán,-1.168073
8,Chihuahua,8005,Ascensión,-0.676733
8,Chihuahua,8006,Bachíniva,-0.592165
8,Chihuahua,8007,Balleza,3.329732
8,Chihuahua,8008,Batopilas de Manuel Gómez Morín,6.827093
8,Chihuahua,8009,Bocoyna,0.922968
8,Chihuahua,8010,Buenaventura,-0.807769
8,Chihuahua,8011,Camargo,-1.148985
8,Chihuahua,8012,Carichí,3.492768
8,Chihuahua,8013,Casas Grandes,-0.850455
8,Chihuahua,8014,Coronado,-0.871124
8,Chihuahua,8015,Coyame del Sotol,-0.458541
8,Chihuahua,8016,La Cruz,-1.00446
8,Chihuahua,8017,Cuauhtémoc,-1.090677
8,Chihuahua,8018,Cusihuiriachi,-0.317614
8,Chihuahua,8019,Chihuahua,-1.386087
8,Chihuahua,8020,Chínipas,1.901284
8,Chihuahua,8021,Delicias,-1.27883
8,Chihuahua,8022,Dr. Belisario Domínguez,-0.383432
8,Chihuahua,8023,Galeana,-0.604243
8,Chihuahua,8024,Santa Isabel,-0.855143
8,Chihuahua,8025,Gómez Farías,-0.922168
8,Chihuahua,8026,Gran Morelos,-0.72976
8,Chihuahua,8027,Guachochi,2.944131
8,Chihuahua,8028,Guadalupe,-0.918094
8,Chihuahua,8029,Guadalupe y Calvo,3.264541
8,Chihuahua,8030,Guazapares,1.85595
8,Chihuahua,8031,Guerrero,-0.386209
8,Chihuahua,8032,Hidalgo del Parral,-1.239709
8,Chihuahua,8033,Huejotitán,-0.505817
8,Chihuahua,8034,Ignacio Zaragoza,-0.809208
8,Chihuahua,8035,Janos,-0.302702
8,Chihuahua,8036,Jiménez,-1.103903
8,Chihuahua,8037,Juárez,-1.266366
8,Chihuahua,8038,Julimes,-0.815055
8,Chihuahua,8039,López,-0.833833
8,Chihuahua,8040,Madera,-0.631036
8,Chihuahua,8041,Maguarichi,3.294234
8,Chihuahua,8042,Manuel Benavides,-0.275021
8,Chihuahua,8043,Matachí,-0.65573
8,Chihuahua,8044,Matamoros,-0.855228
8,Chihuahua,8045,Meoqui,-1.021442
8,Chihuahua,8046,Morelos,3.410274
8,Chihuahua,8047,Moris,0.484097
8,Chihuahua,8048,Namiquipa,-0.863307
8,Chihuahua,8049,Nonoava,0.506444
8,Chihuahua,8050,Nuevo Casas Grandes,-1.238021
8,Chihuahua,8051,Ocampo,0.24412
8,Chihuahua,8052,Ojinaga,-1.041172
8,Chihuahua,8053,Praxedis G. Guerrero,-0.733587
8,Chihuahua,8054,Riva Palacio,-0.362099
8,Chihuahua,8055,Rosales,-1.012485
8,Chihuahua,8056,Rosario,-0.465483
8,Chihuahua,8057,San Francisco de Borja,-0.130073
8,Chihuahua,8058,San Francisco de Conchos,-0.899751
8,Chihuahua,8059,San Francisco del Oro,-1.010303
8,Chihuahua,8060,Santa Bárbara,-1.05935
8,Chihuahua,8061,Satevó,-0.541415
8,Chihuahua,8062,Saucillo,-1.096387
8,Chihuahua,8063,Temósachic,0.194904
8,Chihuahua,8064,El Tule,-0.339039
8,Chihuahua,8065,Urique,3.89139
8,Chihuahua,8066,Uruachi,3.175966
8,Chihuahua,8067,Valle de Zaragoza,-0.686369
9,Ciudad de México,9002,Azcapotzalco,-1.391197
9,Ciudad de México,9003,Coyoacán,-1.451144
9,Ciudad de México,9004,Cuajimalpa de Morelos,-1.278397
9,Ciudad de México,9005,Gustavo A. Madero,-1.30486
9,Ciudad de México,9006,Iztacalco,-1.386912
9,Ciudad de México,9007,Iztapalapa,-1.244697
9,Ciudad de México,9008,La Magdalena Contreras,-1.26263
9,Ciudad de México,9009,Milpa Alta,-0.849953
9,Ciudad de México,9010,Álvaro Obregón,-1.321042
9,Ciudad de México,9011,Tláhuac,-1.182614
9,Ciudad de México,9012,Tlalpan,-1.266801
9,Ciudad de México,9013,Xochimilco,-1.084835
9,Ciudad de México,9014,Benito Juárez,-1.550066
9,Ciudad de México,9015,Cuauhtémoc,-1.407415
9,Ciudad de México,9016,Miguel Hidalgo,-1.424851
9,Ciudad de México,9017,Venustiano Carranza,-1.361456
10,Durango,10001,Canatlán,-0.885814
10,Durango,10002,Canelas,0.676833
10,Durango,10003,Coneto de Comonfort,-0.585558
10,Durango,10004,Cuencamé,-0.907548
10,Durango,10005,Durango,-1.252476
10,Durango,10006,General Simón Bolívar,-0.510272
10,Durango,10007,Gómez Palacio,-1.198614
10,Durango,10008,Guadalupe Victoria,-1.081443
10,Durango,10009,Guanaceví,0.417251
10,Durango,10010,Hidalgo,-0.910842
10,Durango,10011,Indé,-0.677768
10,Durango,10012,Lerdo,-1.120294
10,Durango,10013,Mapimí,-0.749637
10,Durango,10014,Mezquital,5.1575
10,Durango,10015,Nazas,-0.806273
10,Durango,10016,Nombre de Dios,-0.855361
10,Durango,10017,Ocampo,-0.706336
10,Durango,10018,El Oro,-0.93605
10,Durango,10019,Otáez,0.79194
10,Durango,10020,Pánuco de Coronado,-1.040475
10,Durango,10021,Peñón Blanco,-0.760538
10,Durango,10022,Poanas,-0.910067
10,Durango,10023,Pueblo Nuevo,0.392051
10,Durango,10024,Rodeo,-0.979057
10,Durango,10025,San Bernardo,-0.316012
10,Durango,10026,San Dimas,0.13648
10,Durango,10027,San Juan de Guadalupe,-0.272207
10,Durango,10028,San Juan del Río,-0.864927
10,Durango,10029,San Luis del Cordero,-0.774887
10,Durango,10030,San Pedro del Gallo,-0.759272
10,Durango,10031,Santa Clara,-0.924022
10,Durango,10032,Santiago Papasquiaro,-0.670823
10,Durango,10033,Súchil,-0.388368
10,Durango,10034,Tamazula,1.421833
10,Durango,10035,Tepehuanes,0.035067
10,Durango,10036,Tlahualilo,-0.901634
10,Durango,10037,Topia,0.392295
10,Durango,10038,Vicente Guerrero,-1.177611
10,Durango,10039,Nuevo Ideal,-0.803432
11,Guanajuato,11001,Abasolo,-0.540405
11,Guanajuato,11002,Acámbaro,-0.842175
11,Guanajuato,11003,San Miguel de Allende,-0.607835
11,Guanajuato,11004,Apaseo el Alto,-0.697684
11,Guanajuato,11005,Apaseo el Grande,-0.743184
11,Guanajuato,11006,Atarjea,0.816765
11,Guanajuato,11007,Celaya,-1.12077
11,Guanajuato,11008,Manuel Doblado,-0.493599
11,Guanajuato,11009,Comonfort,-0.205953
11,Guanajuato,11010,Coroneo,-0.599197
11,Guanajuato,11011,Cortazar,-0.884588
11,Guanajuato,11012,Cuerámaro,-0.63918
11,Guanajuato,11013,Doctor Mora,-0.545608
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,-0.432231
11,Guanajuato,11015,Guanajuato,-1.030786
11,Guanajuato,11016,Huanímaro,-0.671679
11,Guanajuato,11017,Irapuato,-1.038608
11,Guanajuato,11018,Jaral del Progreso,-0.843632
11,Guanajuato,11019,Jerécuaro,-0.247495
11,Guanajuato,11020,León,-1.054585
11,Guanajuato,11021,Moroleón,-0.923447
11,Guanajuato,11022,Ocampo,-0.364146
11,Guanajuato,11023,Pénjamo,-0.463296
11,Guanajuato,11024,Pueblo Nuevo,-0.701691
11,Guanajuato,11025,Purísima del Rincón,-0.718131
11,Guanajuato,11026,Romita,-0.57924
11,Guanajuato,11027,Salamanca,-1.056396
11,Guanajuato,11028,Salvatierra,-0.73253
11,Guanajuato,11029,San Diego de la Unión,-0.144878
11,Guanajuato,11030,San Felipe,-0.253882
11,Guanajuato,11031,San Francisco del Rincón,-0.751296
11,Guanajuato,11032,San José Iturbide,-0.930426
11,Guanajuato,11033,San Luis de la Paz,-0.402081
11,Guanajuato,11034,Santa Catarina,-0.003255
11,Guanajuato,11035,Santa Cruz de Juventino Rosas,-0.594873
11,Guanajuato,11036,Santiago Maravatío,-0.735575
11,Guanajuato,11037,Silao de la Victoria,-0.780484
11,Guanajuato,11038,Tarandacuao,-0.746019
11,Guanajuato,11039,Tarimoro,-0.627255
11,Guanajuato,11040,Tierra Blanca,0.325468
11,Guanajuato,11041,Uriangato,-0.830709
11,Guanajuato,11042,Valle de Santiago,-0.676837
11,Guanajuato,11043,Victoria,0.091415
11,Guanajuato,11044,Villagrán,-0.995057
11,Guanajuato,11045,Xichú,0.44792
11,Guanajuato,11046,Yuriria,-0.50204
12,Guerrero,12001,Acapulco de Juárez,-0.580997
12,Guerrero,12002,Ahuacuotzingo,1.658613
12,Guerrero,12003,Ajuchitlán del Progreso,0.846409
12,Guerrero,12004,Alcozauca de Guerrero,2.072817
12,Guerrero,12005,Alpoyeca,-0.133817
12,Guerrero,12006,Apaxtla,0.207002
12,Guerrero,12007,Arcelia,-0.18522
12,Guerrero,12008,Atenango del Río,0.628686
12,Guerrero,12009,Atlamajalcingo del Monte,3.055902
12,Guerrero,12010,Atlixtac,2.34953
12,Guerrero,12011,Atoyac de Álvarez,0.031814
12,Guerrero,12012,Ayutla de los Libres,1.604785
12,Guerrero,12013,Azoyú,0.514385
12,Guerrero,12014,Benito Juárez,-0.436513
12,Guerrero,12015,Buenavista de Cuéllar,-0.613283
12,Guerrero,12016,Coahuayutla de José María Izazaga,1.847462
12,Guerrero,12017,Cocula,-0.014041
12,Guerrero,12018,Copala,0.17581
12,Guerrero,12019,Copalillo,2.749238
12,Guerrero,12020,Copanatoyac,2.546531
12,Guerrero,12021,Coyuca de Benítez,0.151475
12,Guerrero,12022,Coyuca de Catalán,0.712881
12,Guerrero,12023,Cuajinicuilapa,0.354782
12,Guerrero,12024,Cualác,0.665699
12,Guerrero,12025,Cuautepec,1.069738
12,Guerrero,12026,Cuetzala del Progreso,1.24265
12,Guerrero,12027,Cutzamala de Pinzón,0.209761
12,Guerrero,12028,Chilapa de Álvarez,1.411
12,Guerrero,12029,Chilpancingo de los Bravo,-0.579304
12,Guerrero,12030,Florencio Villarreal,0.228375
12,Guerrero,12031,General Canuto A. Neri,0.782896
12,Guerrero,12032,General Heliodoro Castillo,1.6752
12,Guerrero,12033,Huamuxtitlán,-0.225142
12,Guerrero,12034,Huitzuco de los Figueroa,0.383238
12,Guerrero,12035,Iguala de la Independencia,-0.484134
12,Guerrero,12036,Igualapa,0.954925
12,Guerrero,12037,Ixcateopan de Cuauhtémoc,0.211931
12,Guerrero,12038,Zihuatanejo de Azueta,-0.671834
12,Guerrero,12039,Juan R. Escudero,-0.07409
12,Guerrero,12040,Leonardo Bravo,0.56019
12,Guerrero,12041,Malinaltepec,2.079635
12,Guerrero,12042,Mártir de Cuilapan,1.13742
12,Guerrero,12043,Metlatónoc,2.911277
12,Guerrero,12044,Mochitlán,0.199186
12,Guerrero,12045,Olinalá,1.810943
12,Guerrero,12046,Ometepec,0.6477
12,Guerrero,12047,Pedro Ascencio Alquisiras,2.12233
12,Guerrero,12048,Petatlán,-0.205994
12,Guerrero,12049,Pilcaya,-0.113681
12,Guerrero,12050,Pungarabato,-0.586999
12,Guerrero,12051,Quechultenango,0.924252
12,Guerrero,12052,San Luis Acatlán,2.228403
12,Guerrero,12053,San Marcos,0.6156
12,Guerrero,12054,San Miguel Totolapan,1.889224
12,Guerrero,12055,Taxco de Alarcón,-0.225229
12,Guerrero,12056,Tecoanapa,0.800443
12,Guerrero,12057,Técpan de Galeana,-0.006518
12,Guerrero,12058,Teloloapan,0.209592
12,Guerrero,12059,Tepecoacuilco de Trujano,0.522841
12,Guerrero,12060,Tetipac,0.352859
12,Guerrero,12061,Tixtla de Guerrero,0.407787
12,Guerrero,12062,Tlacoachistlahuaca,2.291287
12,Guerrero,12063,Tlacoapa,2.858437
12,Guerrero,12064,Tlalchapa,-0.184517
12,Guerrero,12065,Tlalixtaquilla de Maldonado,0.760751
12,Guerrero,12066,Tlapa de Comonfort,0.49729
12,Guerrero,12067,Tlapehuala,-0.028733
12,Guerrero,12068,La Unión de Isidoro Montes de Oca,-0.002655
12,Guerrero,12069,Xalpatláhuac,2.0646
12,Guerrero,12070,Xochihuehuetlán,0.242333
12,Guerrero,12071,Xochistlahuaca,2.343437
12,Guerrero,12072,Zapotitlán Tablas,2.48207
12,Guerrero,12073,Zirándaro,0.800867
12,Guerrero,12074,Zitlala,1.720882
12,Guerrero,12075,Eduardo Neri,0.099217
12,Guerrero,12076,Acatepec,3.197062
12,Guerrero,12077,Marquelia,0.278664
12,Guerrero,12078,Cochoapa el Grande,4.998727
12,Guerrero,12079,José Joaquín de Herrera,2.992723
12,Guerrero,12080,Juchitán,0.763133
12,Guerrero,12081,Iliatenco,1.820274
13,Hidalgo,13001,Acatlán,-0.301684
13,Hidalgo,13002,Acaxochitlán,0.711946
13,Hidalgo,13003,Actopan,-0.870466
13,Hidalgo,13004,Agua Blanca de Iturbide,0.026182
13,Hidalgo,13005,Ajacuba,-0.671084
13,Hidalgo,13006,Alfajayucan,-0.308831
13,Hidalgo,13007,Almoloya,-0.552404
13,Hidalgo,13008,Apan,-0.931588
13,Hidalgo,13009,El Arenal,-0.62489
13,Hidalgo,13010,Atitalaquia,-1.045802
13,Hidalgo,13011,Atlapexco,0.3984
13,Hidalgo,13012,Atotonilco el Grande,-0.342797
13,Hidalgo,13013,Atotonilco de Tula,-1.155127
13,Hidalgo,13014,Calnali,0.189925
13,Hidalgo,13015,Cardonal,-0.249766
13,Hidalgo,13016,Cuautepec de Hinojosa,-0.435984
13,Hidalgo,13017,Chapantongo,0.013213
13,Hidalgo,13018,Chapulhuacán,-0.018166
13,Hidalgo,13019,Chilcuautla,-0.313465
13,Hidalgo,13020,Eloxochitlán,-0.311282
13,Hidalgo,13021,Emiliano Zapata,-0.997424
13,Hidalgo,13022,Epazoyucan,-0.764795
13,Hidalgo,13023,Francisco I. Madero,-0.883003
13,Hidalgo,13024,Huasca de Ocampo,-0.426784
13,Hidalgo,13025,Huautla,0.78261
13,Hidalgo,13026,Huazalingo,0.520875
13,Hidalgo,13027,Huehuetla,1.252039
13,Hidalgo,13028,Huejutla de Reyes,0.05702
13,Hidalgo,13029,Huichapan,-0.678922
13,Hidalgo,13030,Ixmiquilpan,-0.665575
13,Hidalgo,13031,Jacala de Ledezma,-0.31712
13,Hidalgo,13032,Jaltocán,0.310417
13,Hidalgo,13033,Juárez Hidalgo,-0.174996
13,Hidalgo,13034,Lolotla,0.147607
13,Hidalgo,13035,Metepec,-0.534641
13,Hidalgo,13036,San Agustín Metzquititlán,-0.550105
13,Hidalgo,13037,Metztitlán,-0.02479
13,Hidalgo,13038,Mineral del Chico,-0.118335
13,Hidalgo,13039,Mineral del Monte,-0.945139
13,Hidalgo,13040,La Misión,0.550946
13,Hidalgo,13041,Mixquiahuala de Juárez,-0.874137
13,Hidalgo,13042,Molango de Escamilla,-0.268152
13,Hidalgo,13043,Nicolás Flores,0.180269
13,Hidalgo,13044,Nopala de Villagrán,-0.241193
13,Hidalgo,13045,Omitlán de Juárez,-0.60085
13,Hidalgo,13046,San Felipe Orizatlán,0.203505
13,Hidalgo,13047,Pacula,0.287127
13,Hidalgo,13048,Pachuca de Soto,-1.264186
13,Hidalgo,13049,Pisaflores,0.170309
13,Hidalgo,13050,Progreso de Obregón,-0.939745
13,Hidalgo,13051,Mineral de la Reforma,-1.362099
13,Hidalgo,13052,San Agustín Tlaxiaca,-0.731581
13,Hidalgo,13053,San Bartolo Tutotepec,1.442699
13,Hidalgo,13054,San Salvador,-0.720619
13,Hidalgo,13055,Santiago de Anaya,-0.504788
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,-0.928801
13,Hidalgo,13057,Singuilucan,-0.456636
13,Hidalgo,13058,Tasquillo,-0.435302
13,Hidalgo,13059,Tecozautla,-0.285522
13,Hidalgo,13060,Tenango de Doria,0.203736
13,Hidalgo,13061,Tepeapulco,-1.190125
13,Hidalgo,13062,Tepehuacán de Guerrero,1.069416
13,Hidalgo,13063,Tepeji del Río de Ocampo,-0.803785
13,Hidalgo,13064,Tepetitlán,-0.441794
13,Hidalgo,13065,Tetepango,-0.834356
13,Hidalgo,13066,Villa de Tezontepec,-1.036207
13,Hidalgo,13067,Tezontepec de Aldama,-0.626687
13,Hidalgo,13068,Tianguistengo,0.825744
13,Hidalgo,13069,Tizayuca,-1.245231
13,Hidalgo,13070,Tlahuelilpan,-0.851029
13,Hidalgo,13071,Tlahuiltepa,0.406312
13,Hidalgo,13072,Tlanalapa,-1.115615
13,Hidalgo,13073,Tlanchinol,0.373288
13,Hidalgo,13074,Tlaxcoapan,-0.857315
13,Hidalgo,13075,Tolcayuca,-1.086146
13,Hidalgo,13076,Tula de Allende,-1.012403
13,Hidalgo,13077,Tulancingo de Bravo,-0.938734
13,Hidalgo,13078,Xochiatipan,1.49385
13,Hidalgo,13079,Xochicoatlán,-0.107903
13,Hidalgo,13080,Yahualica,1.194312
13,Hidalgo,13081,Zacualtipán de Ángeles,-0.603229
13,Hidalgo,13082,Zapotlán de Juárez,-0.973141
13,Hidalgo,13083,Zempoala,-1.179373
13,Hidalgo,13084,Zimapán,-0.550162
14,Jalisco,14001,Acatic,-0.788597
14,Jalisco,14002,Acatlán de Juárez,-1.116235
14,Jalisco,14003,Ahualulco de Mercado,-1.192017
14,Jalisco,14004,Amacueca,-0.84086
14,Jalisco,14005,Amatitán,-1.149719
14,Jalisco,14006,Ameca,-1.089717
14,Jalisco,14007,San Juanito de Escobedo,-1.031135
14,Jalisco,14008,Arandas,-0.905326
14,Jalisco,14009,El Arenal,-1.139195
14,Jalisco,14010,Atemajac de Brizuela,-0.401685
